Name
Aaron Goralnik
Al Zebooker
Alan
Alan Lewis
Albert
Alice Knight
Allesandro
Althea
Althea's husband
Amanda (Monica And Chandler's wedding)
Amanda (Ross' date)
Amanda Buffamonteezi
Amy Greene
Amy Welsh
Andrea Waltham
Andrew
Angela Delveccio
Anita Altman
Annabel
Arthur
Ashley Tribbiani
Aunt Cheryl
Aunt Iris
Aunt Liddy
Aunt Lillian
Aunt Lisa
Aunt Millie
Aunt Phylis
Aunt Sylvia
Aurora
Barbara Burke
Barry Farber
Ben Geller
Benjamin Hobart
Bill
Bitsy Hannigan
Bob
Bob (Chandler's coworker)
Bob (rat)
Bobby Corso
Bobby Rush
Bonnie
Brenda
Brown Bird Troop Leader
Bruce Buffer
Buddy Doyle
Michelle Burke
Cailin
Cailin Praytor
Caitlin
Carl (actor)
Carl (bully)
Carl (Rachel's date)
Carlos
Carol Willick
Caroline Duffy
Cassie
Catherine
Cathy
Cecilia Monroe
Celia
Chandler
Chandler Buffay
Chappy
Charla Nichols
Charles Bing
Charlie Wheeler
Charlton Heston
Cheryl
Chi-Chi
Chick Jr. & Duck Jr.
Chip Matthews
Chloe
Christmas tree customer
Dick Clark
Clifford Burnett
Colin
Colleen
Cookie
Cousin Frannie
Dan
Dana Keystone
Danielle
Danny
Dave
David
"David ""Tank"" Abbott"
Dean Lipson
Delia
Denise
Dennis Phillips
Devon
Dina
Don
Doug
Dr. Baldharan
Dr. Franzblau
Dr. Gettleman
Dr. Gettleman's daughter
Dr. Harad
Dr. Ledbetter
Dr. Long
Dr. Oberman
Dr. Robert Bobby
Dr. Roger
Dr. Schiff
Dr. Wesley
Dr. Wiener
Duncan
Earl
Eddie Menuek
Elizabeth Hornswoggle
Elizabeth Stevens
Emilio
Emily Waltham
Emily Waltham's cousin
Emily Waltham's second husband
Emma Geller-Greene
Eric
Eric (photographer)
Erica
Erica Bing
Erika Ford
Erin
Estelle Leonard
Ethan
Fake Monica
Felicity
Frances
Frank Buffay Jr.
Frank Buffay Sr.
Frank Jr. Jr.
Franny
Fun Bobby
Fun Bobby's grandfather
Gary
Gary (neighbor)
Gary Litman
Gavin
Gavin Mitchell
Grandma Geller
Gene Lester
George Stephanopoulos
Gina Tribbiani
Ginger
Glenda
Gloria Tribbiani
Gunther
Guru Saj
Hayley
Hillary
Hootie and the Blowfish
Hope
Howard
Huggsy
Ida Greene
Isaac
Isabella Rossellini
Jack Geller
Jade
Jake
Jamie
Janice Litman-Goralnik
Janine Lecroix
Jarvis Oberblau
Jasmine
Jason
Jean-Claude Van Damme
Jeanine
Jeffrey
Jen
Jessica Ashley
Jessica Lockhart
Jill Goodacre
Jill Greene
Jim Nelson
Joan Tedeschi
Joanna
Joanne
Joey
Joey Tribbiani Sr.
Josh
Joshua Burgin
Joshua Burgin's ex-wife
Joshua Burgin's nephew
Judy Geller
Julie
Julie Coreger
Julie Graff
Julio (cat)
Julio (poet)
Kara
Kash Ford
Kate Miller
Kathy
Katie
Katie (saleswoman)
Kiki
Kim
Kip
Kori Weston
Krista
Kristen Leigh
Kyle
Larry
Laura
Lauren
Leonard Greene
Leonard Hayes
Leslie
Leslie (casting director)
Leslie Buffay
Liam
Lily Buffay
Lizzy
Louis Posen
Kyle Lowder
Lowell (mugger)
Luisa Gianetti
Lydia
Mackenzie
Malcolm
Male Guest
Marc Coreger
Marcel
Margha
Maria
Marie
Aunt Marilyn
Marjorie
Mark Robinson
Mark Robinson's niece
Marsha
Marshall Townend
Mary
Mary Ellen Jenkins
Mary-Angela
Mary-Therese Tribbiani
Maureen
Max
Megan Bailey
Melanie
Melissa Warburton
Michael
Michelle
"Mike ""Gandalf"" Ganderson"
Mike Hannigan
Mike Hannigan's brother
Mike Hannigan's ex-wife
Mike Hannigan's sister
Minnie
Mischa
Missy Goldberg
Mitzi
Molly
Mona
Mona's boyfriend
Monica
Mozzarella
Mr. Adelman
Mr. Bunch
Mr. Burgin
Mr. Douglas
Mr. Heckles
Mr. Kaplan Jr.
Mr. Rastatter
Mr. Simon
Mr. Treeger
Mr. Waltham
Mr. Wheeler
Mr. Zelner
Mrs Adelman
Mrs Burkart
Mrs. Braverman
Mrs. Buffay (Frank Sr.'s second wife)
Mrs. Bunch
Mrs. Burgin
Mrs. Burnett
Mrs. K.
Mrs. Robinson
Mrs. Stevens
Mrs. Tedlock
Ms. McKenna
Ms. Stevens
Muriel
Myron
Nancy
Nancy (Bloomingdale's Employee)
Nancy (realtor)
Nancy Branson
Nancy Oberblau
Nasforatool
Ned Morse
Nervous male passenger
Nick
Nina Bookbinder
Nonna
Nonnie
Nora Tyler Bing
Nurse
Nurse Sizemore
Donny Osmond
Owen
Paolo
Paolo's cat
Parker
Paul Stevens
Paul the Wine Guy
Paula
Pete Becker
Peter
Phoebe Abbott
Phoebe
Phoebe's stepfather
Pizza Guy
Precious
Professor Spafford
Rachel Greene
Ralph Lauren
Randall
Restaurant Manger/Producer
Rhonda
Richard Burke
Richard Darnville
Rick
Rick (Aurora's husband)
Rick Sanoven
Rob Donnen
Robert
Robinson Twins
Roger
Ronni Rapalono
Ross
Ross Zelner
Roy
"Roy ""Goodbody"""
Roy Gublik
Russ
Russell
Ryan
Sally
Sandra Greene
Sandra Greene's father
Sandy
Sarah
Sarah Tuttle
Schnoodle
Sergei
Sharon Majeski
Shelly
Shovelly Joe
